rank,usage_tier,score,register,jlpt,id,grammar,meaning,url,norm
418,B (common),71.9,general,N1,19.0,てからというもの,"After, Since, Ever since then",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8B%E3%82%89%E3%81%A8%E3%81%84%E3%81%86%E3%82%82%E3%81%AE,てからというもの
419,B (common),71.9,general,N1,55.0,れる・られる + ままに,"Do as (one is told or ordered…), In accordance with, In compliance with, Just like",https://bunpro.jp/grammar_points/verb-passive-%E3%81%BE%E3%81%BE%E3%81%AB,れる・られる+ままに
420,B (common),71.9,general,N1,83.0,でもなんでもない,"Not at all, By no means, Definitely not, Nothing like that, Not really",https://bunpro.jp/grammar_points/%E3%81%A7%E3%82%82%E3%81%AA%E3%82%93%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84,でもなんでもない
421,B (common),71.9,general,N1,96.0,もさることながら,"It is a fact that, But, Even more than, It goes without saying, Not only but also,",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%95%E3%82%8B%E3%81%93%E3%81%A8%E3%81%AA%E3%81%8C%E3%82%89,もさることながら
422,B (common),71.9,general,N1,97.0,ものと思っていた,"Was under the impression that, (Always) the thought used to think",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%A8%E6%80%9D%E3%81%A3%E3%81%A6%E3%81%84%E3%81%9F,ものと思っていた
423,B (common),71.9,general,N1,105.0,Verb[ない]もの(だろう)か,"(Why) can’t, Isn’t there, Wish that, If only",https://bunpro.jp/grammar_points/verb-%E3%81%AA%E3%81%84%E3%82%82%E3%81%AE-%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8B,Verb[ない]もの(だろう)か
424,B (common),71.9,general,N1,123.0,１～たりとも～ない,"Not even one, Not a single, No (at all)",https://bunpro.jp/grammar_points/%EF%BC%91-%E3%82%8A%E3%81%A8%E3%82%82-%E3%81%AA%E3%81%84,1~たりとも~ない
425,B (common),71.9,general,N1,132.0,ても差し支えない,"May, Is bit a bother if, Do you mind if, Is it a problem if",https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%82%E5%B7%AE%E3%81%97%E6%94%AF%E3%81%88%E3%81%AA%E3%81%84,ても差し支えない
426,B (common),71.9,general,N1,144.0,ったら・といったら,"Cannot tell, describe, say, express or find words for how, Words cannot express, Too … for words, Extremely",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%9F%E3%82%89-%E3%81%A8%E3%81%84%E3%81%A3%E3%81%9F%E3%82%89,ったら・といったら
427,B (common),71.55,general,N1,24.0,ともなく・ともなしに,"Absentmindedly, Mindlessly, Unconsciously, Without paying attention",https://bunpro.jp/grammar_points/%E3%81%A8%E3%82%82%E3%81%AA%E3%81%8F-%E3%81%A8%E3%82%82%E3%81%AA%E3%81%97%E3%81%AB,ともなく・ともなしに
428,B (common),71.55,general,N1,92.0,い-Adj[く] + もなんともない,"Not... or anything, Not at all, Not, By no means, Definitely not, Nothing like that",https://bunpro.jp/grammar_points/%E3%81%84-adj-%E3%81%8F-%E3%82%82%E3%81%AA%E3%82%93%E3%81%A8%E3%82%82%E3%81%AA%E3%81%84,い-Adj[く]+もなんともない
429,B (common),71.2,general,N1,11.0,ともなると・にもなると,"When, If, Once, As",https://bunpro.jp/grammar_points/%E3%81%A8%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8-%E3%81%AB%E3%82%82%E3%81%AA%E3%82%8B%E3%81%A8,ともなると・にもなると
430,B (common),71.2,general,N1,125.0,に照らして・に照らすと,"In light of, Based on, According to, Referencing, Comparing against, In view of",https://bunpro.jp/grammar_points/%E3%81%AB%E7%85%A7%E3%82%89%E3%81%97%E3%81%A6%E3%83%BB%E3%81%AB%E7%85%A7%E3%82%89%E3%81%99%E3%81%A8,に照らして・に照らすと
431,B (common),71.2,general,N1,137.0,に限ったことではない,"Not limited to, Not restricted to, Not only",https://bunpro.jp/grammar_points/%E3%81%AB%E9%99%90%E3%81%A3%E3%81%9F%E3%81%93%E3%81%A8%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84,に限ったことではない
432,B (common),70.85,general,N1,138.0,とは比べものにならない,"Nothing compared to, Cannot be compared to, Much more, Way better, Above comparison (beyond comparison), Far greater than",https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%AF%E6%AF%94%E3%81%B9%E3%82%82%E3%81%AE%E3%81%AB%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,とは比べものにならない
433,B (common),70.5,general,N1,124.0,ったらない・といったらない,"Cannot tell, describe, say or express how, Words cannot express, Too … for words, Extremely",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%9F%E3%82%89%E3%81%AA%E3%81%84%E3%83%BB%E3%81%A8%E3%81%84%E3%81%A3%E3%81%9F%E3%82%89%E3%81%AA%E3%81%84,ったらない・といったらない
434,B (common),70.0,general,N5,72.0,Verbs (Non-past),(Non-past),https://bunpro.jp/grammar_points/verb-non-past,Verbs(Non-past)
435,B (common),70.0,general,N5,10.0,い-Adjectives,Adjectives ending in い,https://bunpro.jp/grammar_points/%E3%81%84-adjectives,い-Adjectives
436,B (common),70.0,general,N5,11.0,な-Adjectives,Adjectives that are also nouns,https://bunpro.jp/grammar_points/%E3%81%AA-adjectives,な-Adjectives
437,B (common),70.0,general,N5,16.0,る-Verb (Dictionary),る + ます (Ichidan Verbs),https://bunpro.jp/grammar_points/%E3%82%8B-Verbs,る-Verb(Dictionary)
438,B (common),70.0,general,N5,17.0,う-Verb (Dictionary),う + ます (Godan Verbs),https://bunpro.jp/grammar_points/%E3%81%86-Verbs,う-Verb(Dictionary)
439,B (common),70.0,general,N5,19.0,る-Verb (Negative),Will/Does/Do (not),https://bunpro.jp/grammar_points/%E3%82%8Bverb-%E3%81%AA%E3%81%84,る-Verb(Negative)
440,B (common),70.0,general,N5,20.0,う-Verb (Negative),Will/Does/Do (not),https://bunpro.jp/grammar_points/%E3%81%86verb--%E3%81%AA%E3%81%84,う-Verb(Negative)
441,B (common),70.0,general,N5,37.0,い-Adjective (Past),"Was, Were (Past tense)",https://bunpro.jp/grammar_points/past-tense-%E3%81%84-adjectives,い-Adjective(Past)
442,B (common),70.0,general,N5,39.0,い-Adjective + Noun,Describing a noun,https://bunpro.jp/grammar_points/%E3%81%84-adjective-noun,い-Adjective+Noun
443,B (common),70.0,general,N5,40.0,な-Adjective + Noun,Describing a noun,https://bunpro.jp/grammar_points/%E3%81%AA-adjective-noun,な-Adjective+Noun
444,B (common),70.0,general,N5,44.0,る-Verb (Past),る - Verbs (Past tense),https://bunpro.jp/grammar_points/%E3%82%8B-verb-past,る-Verb(Past)
445,B (common),70.0,general,N5,45.0,う-Verb (Past),う - Verbs (Past tense),https://bunpro.jp/grammar_points/%E3%81%86-verb-past,う-Verb(Past)
446,B (common),70.0,general,N5,57.0,る-Verb (Negative-Past),る - Verbs (Negative-past tense),https://bunpro.jp/grammar_points/%E3%82%8B-verb-neg-past,る-Verb(Negative-Past)
447,B (common),70.0,general,N5,58.0,う-Verb (Negative-Past),う - Verbs (Negative-past tense),https://bunpro.jp/grammar_points/%E3%81%86-verb-neg-past,う-Verb(Negative-Past)
448,B (common),70.0,general,N5,59.0,Verb + て,"And, Then (Linking events)",https://bunpro.jp/grammar_points/verb-%E3%81%A6,Verb+て
449,B (common),70.0,general,N5,64.0,い-Adjective (Predicate),い-Adjective (Predicate),https://bunpro.jp/grammar_points/%E3%81%84-adjective-predicate,い-Adjective(Predicate)
450,B (common),70.0,general,N5,82.0,Verb + て+ B,"And, And then, After that (sequence)",https://bunpro.jp/grammar_points/verb-%E3%81%A6-b,Verb+て+B
451,B (common),70.0,general,N5,118.0,Adjective + て + B,"And..., Both and (Conjunctive)",https://bunpro.jp/grammar_points/adjective-%E3%81%A6-b,Adjective+て+B
452,B (common),70.0,general,N5,65.0,な-Adjective だ,な-Adjective (Predicate),https://bunpro.jp/grammar_points/%E3%81%AA-adjective-predicate,な-Adjectiveだ
453,B (common),70.0,general,N5,93.0,Noun + まで,"Until, Till,  To (but no further than)",https://bunpro.jp/grammar_points/noun-%E3%81%BE%E3%81%A7,Noun+まで
454,B (common),70.0,general,N5,94.0,Verb + まで,Until (something) happens,https://bunpro.jp/grammar_points/v-%E3%81%BE%E3%81%A7,Verb+まで
455,B (common),70.0,general,N5,117.0,Adjective + て・Noun + で,And... (Conjunctive),https://bunpro.jp/grammar_points/adjective-%E3%81%A6-noun-%E3%81%A7,Adjective+て・Noun+で
456,B (common),70.0,general,N5,121.0,Adjective + の(は),"The 'one' that... (Indefinite pronoun, Adjective nominalization)",Adjective + の(は) (JLPT N5) | Bunpro,Adjective+の(は)
457,C (situational/formal),69.65,general,N5,49.0,がある + Noun,"Noun (B) that has Noun (A), Noun (B) with Noun (A)",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%82%E3%82%8B-noun,がある+Noun
458,C (situational/formal),69.65,general,N5,62.0,Verb + にいく,"To go ~, To go in order to ~",https://bunpro.jp/grammar_points/verb-%E3%81%AB%E3%81%84%E3%81%8F,Verb+にいく
459,C (situational/formal),69.3,general,N5,50.0,い-Adjectives くない,Not (Adjective),https://bunpro.jp/grammar_points/negative-%E3%81%84-adjectives,い-Adjectivesくない
460,C (situational/formal),69.3,general,N5,73.0,Verb［た・ている］+ Noun,"Verb modified noun, Relative clause",https://bunpro.jp/grammar_points/verb-%E3%81%9F-noun,Verb[た・ている]+Noun
461,C (situational/formal),68.6,general,N5,69.0,い-Adjective くなかった,"Was not, Wasn't (Adjective)",https://bunpro.jp/grammar_points/%E3%81%84-Adjective-%E3%81%8F%E3%81%AA%E3%81%8B%E3%81%A3%E3%81%9F,い-Adjectiveくなかった
462,C (situational/formal),68.4,general,N1,143.0,に言わせれば・に言わせると・に言わせたら,"If you ask, In … opinion, According to",https://bunpro.jp/grammar_points/%E3%81%AB%E8%A8%80%E3%82%8F%E3%81%9B%E3%82%8C%E3%81%B0,に言わせれば・に言わせると・に言わせたら
463,C (situational/formal),66.3,formal/written,N3,159.0,につれて,"As…then, In proportion to, (Along) with",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%A4%E3%82%8C%E3%81%A6,につれて
464,C (situational/formal),66.0,general,N4,100.0,Causative-Passive,"Verbs (Causative-passive voice), To be made to do something, To be forced to do",https://bunpro.jp/grammar_points/causative-passive,Causative-Passive
465,C (situational/formal),66.0,general,N4,29.0,に (Frequency),"Times (In each time period), Every, Frequency of",https://bunpro.jp/grammar_points/%E3%81%AB-frequency,に(Frequency)
466,C (situational/formal),66.0,general,N4,73.0,Number + も,"Emphasis, As ~ as, Not even",https://bunpro.jp/grammar_points/number-%E3%82%82,Number+も
467,C (situational/formal),66.0,general,N4,84.0,Number/Amount + は,"At least, Sort of, Or so",https://bunpro.jp/grammar_points/number-amount-%E3%81%AF,Number/Amount+は
468,C (situational/formal),66.0,general,N4,93.0,Verb[て],Please do for me (Casual request),https://bunpro.jp/grammar_points/verb%E3%81%A6-request,Verb[て]
469,C (situational/formal),66.0,general,N4,99.0,Verb[て] + B,"And・and so, Due to, Because of, Since, Conjunctive",https://bunpro.jp/grammar_points/verb%E3%81%A6-b2,Verb[て]+B
470,C (situational/formal),66.0,general,N4,112.0,Verb[て] + B,"Non-sequence, And, But (Contrast), Parallel action/state",https://bunpro.jp/grammar_points/verb%E3%81%A6-b,Verb[て]+B
471,C (situational/formal),66.0,general,N4,171.0,Question-phrase + か,Including questions within sentences,https://bunpro.jp/grammar_points/question-phrase-%E3%81%8B,Question-phrase+か
472,C (situational/formal),66.0,general,N4,101.0,Verb[て]・Noun[で] + B,"By, With, On, By means of, ~ing with",https://bunpro.jp/grammar_points/verb-%E3%81%A6-noun-%E3%81%A7-b,Verb[て]・Noun[で]+B
473,C (situational/formal),65.65,general,N4,85.0,なん + counter + か,"Some, Several, A few",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%93-counter-%E3%81%8B,なん+counter+か
474,C (situational/formal),65.65,general,N4,113.0,Verb[ないで],"(Please) do not (for me), Casual request",https://bunpro.jp/grammar_points/verb-%E3%81%AA%E3%81%84%E3%81%A7,Verb[ないで]
475,C (situational/formal),64.95,general,N4,15.0,Verb［れる・られる］,"Was done to ~ by ~, Done without consent, Done to one's dismay",https://bunpro.jp/grammar_points/Verb%5Bpassive%5D,Verb[れる・られる]
476,C (situational/formal),64.95,general,N4,95.0,Verb［せる・させる］,To make/let/have (somebody do something),https://bunpro.jp/grammar_points/causative,Verb[せる・させる]
477,C (situational/formal),64.95,general,N4,132.0,れる・られる (Potential),"To be able, Can (Potential)",https://bunpro.jp/grammar_points/Verb%5Bpotential%5D,れる・られる(Potential)
478,C (situational/formal),62.3,formal/written,N2,30.0,を中心に,"Focused on, Centered on or around, Mainly, Most notably",https://bunpro.jp/grammar_points/%E3%82%92%E4%B8%AD%E5%BF%83%E3%81%AB,を中心に
479,C (situational/formal),62.3,formal/written,N2,38.0,に沿って,"Along, In accordance with, In line with",https://bunpro.jp/grammar_points/%E3%81%AB%E6%B2%BF%E3%81%A3%E3%81%A6,に沿って
480,C (situational/formal),62.3,formal/written,N2,107.0,に反して,"Go against, Contrary to",https://bunpro.jp/grammar_points/%E3%81%AB%E5%8F%8D%E3%81%97%E3%81%A6,に反して
481,C (situational/formal),62.3,formal/written,N2,116.0,に応えて,"In response to, Meet",https://bunpro.jp/grammar_points/%E3%81%AB%E5%BF%9C%E3%81%88%E3%81%A6,に応えて
482,C (situational/formal),62.3,formal/written,N2,178.0,に加えて,"Not only...but also, In addition, Not to mention",https://bunpro.jp/grammar_points/%E3%81%AB%E5%8A%A0%E3%81%88%E3%81%A6,に加えて
483,C (situational/formal),62.3,archaic/literary,N2,114.0,に応じて,"Depending or based on, According to, In response to, Suitable for or to",https://bunpro.jp/grammar_points/%E3%81%AB%E5%BF%9C%E3%81%98%E3%81%A6,に応じて
484,C (situational/formal),62.0,general,N3,21.0,Noun＋型,"Model, Type, Pattern, Kind, Shape, Size(d)",https://bunpro.jp/grammar_points/noun-%E5%9E%8B,Noun+型
485,C (situational/formal),62.0,general,N3,23.0,Particle + の,Combined particles,https://bunpro.jp/grammar_points/particle-%E3%81%AE,Particle+の
486,C (situational/formal),62.0,general,N3,84.0,さ - Interjection,"All right, There we go, Now, You see, Well (I don't know, let me see)",https://bunpro.jp/grammar_points/%E3%81%95-interjection,さ-Interjection
487,C (situational/formal),62.0,general,N3,85.0,さ - Filler,"Like, You know, You see, Listen, Uhh",https://bunpro.jp/grammar_points/%E3%81%95-filler,さ-Filler
488,C (situational/formal),62.0,general,N3,86.0,さ - Casual よ,Casual よ,https://bunpro.jp/grammar_points/%E3%81%95-casual%E3%82%88,さ-Casualよ
489,C (situational/formal),61.95,formal/written,N2,37.0,にわたって,"Across, Throughout, Extends, Over (a period of time or range)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%8F%E3%81%9F%E3%81%A3%E3%81%A6,にわたって
490,C (situational/formal),61.6,formal/written,N2,40.0,にしたがって,"As, Following, As then, According to, In accordance with",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%9F%E3%81%8C%E3%81%A3%E3%81%A6,にしたがって
491,C (situational/formal),61.6,archaic/literary,N2,52.0,にかかわらず,"Regardless of, Whether or, No matter, With or without",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A,にかかわらず
492,C (situational/formal),60.95,general,N3,20.0,のはXの方だ,"It is...that..., It is...who..., ...is the one that..., ...is the one who...",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AFx%E3%81%AE%E6%96%B9%E3%81%A0,のはXの方だ
493,C (situational/formal),60.9,archaic/literary,N2,115.0,を通じて・を通して,"Through, Via, Throughout",https://bunpro.jp/grammar_points/%E3%82%92%E9%80%9A%E3%81%98%E3%81%A6-%E3%82%92%E9%80%9A%E3%81%97%E3%81%A6,を通じて・を通して
494,C (situational/formal),60.55,formal/written,N2,76.0,にあたり・にあたって,"When, When doing something, On the occasion, At the time",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%82%E3%81%9F%E3%82%8A-%E3%81%AB%E3%81%82%E3%81%9F%E3%81%A3%E3%81%A6,にあたり・にあたって
495,C (situational/formal),60.0,general,N5,8.0,の,Indicates possession,https://bunpro.jp/grammar_points/%E3%81%AE,の
496,C (situational/formal),60.0,general,N5,38.0,の,"Verb nominalizer, The one who..., That which...",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AF,の
497,C (situational/formal),60.0,general,N5,63.0,誰,Who,https://bunpro.jp/grammar_points/%E3%81%A0%E3%82%8C,誰
498,C (situational/formal),60.0,general,N5,74.0,の,Possessive use (Noun omission),https://bunpro.jp/grammar_points/%E3%81%AE-noun-ommission,の
499,C (situational/formal),60.0,general,N5,75.0,な,"Do not, Don't (Prohibitive)",https://bunpro.jp/grammar_points/%E3%81%AA,な
500,C (situational/formal),60.0,general,N5,9.0,いい,い-Adjective meaning 'good',https://bunpro.jp/grammar_points/%E3%81%84%E3%81%84,いい
501,C (situational/formal),60.0,general,N5,43.0,くる,To come,https://bunpro.jp/grammar_points/%E3%81%8F%E3%82%8B,くる
502,C (situational/formal),60.0,general,N5,71.0,って,Casual quotation,https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%A6,って
503,C (situational/formal),60.0,general,N5,77.0,どれ,Which (of three or more),https://bunpro.jp/grammar_points/%E3%81%A9%E3%82%8C,どれ
504,C (situational/formal),60.0,general,N5,79.0,どの,"Which (of three or more), What (kind)",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%AE,どの
505,C (situational/formal),60.0,archaic/literary,N5,46.0,好き,"Like, Fond of",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%8D,好き
506,C (situational/formal),59.65,general,N5,31.0,がある,"To be, There is",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%82%E3%82%8B,がある
507,C (situational/formal),59.65,general,N5,32.0,がいる,"To be, There is,  To remain (in a state)",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%84%E3%82%8B,がいる
508,C (situational/formal),59.65,general,N5,41.0,へいく,"To go to, To head toward",https://bunpro.jp/grammar_points/%E3%81%B8%E3%81%84%E3%81%8F,へいく
509,C (situational/formal),59.65,general,N5,91.0,まえに,"Before, In front of",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%88%E3%81%AB,まえに
510,C (situational/formal),59.65,general,N5,95.0,すぎる,"Too much, Very",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%8E%E3%82%8B,すぎる
511,C (situational/formal),59.65,general,N5,96.0,にする,"To decide on, To choose, To make something into, To view something as",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%99%E3%82%8B,にする
512,C (situational/formal),59.65,general,N5,122.0,あげる,"To give (away), To present, To provide",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%92%E3%82%8B,あげる
513,C (situational/formal),59.65,general,N5,123.0,くれる,"To give (me), To be given",https://bunpro.jp/grammar_points/%E3%81%8F%E3%82%8C%E3%82%8B,くれる
514,C (situational/formal),59.65,general,N5,124.0,もらう,"To receive, To get, To obtain",https://bunpro.jp/grammar_points/%E3%82%82%E3%82%89%E3%81%86,もらう
515,C (situational/formal),59.65,archaic/literary,N5,47.0,きらい,"Dislike, Not fond of",https://bunpro.jp/grammar_points/%E3%81%8D%E3%82%89%E3%81%84,きらい
516,C (situational/formal),59.3,general,N5,89.0,けっこう,"Quite, A lot, Fairly, Rather",https://bunpro.jp/grammar_points/%E3%81%91%E3%81%A3%E3%81%93%E3%81%86,けっこう
517,C (situational/formal),59.3,general,N5,90.0,たくさん,"Many, A lot of, Plenty, Enough",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%8F%E3%81%95%E3%82%93,たくさん
518,C (situational/formal),59.3,general,N5,102.0,ましょう,"Let's, Shall we (Polite volitional)",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%97%E3%82%87%E3%81%86,ましょう
519,C (situational/formal),59.3,general,N5,104.0,ませんか,"Won't you, Would you not, Why don't we",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%9B%E3%82%93%E3%81%8B,ませんか
520,C (situational/formal),59.3,general,N5,119.0,のがへた,"To be bad at, Poor at, Unskillful",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%8C%E3%81%B8%E3%81%9F,のがへた
521,C (situational/formal),59.3,general,N5,126.0,つもりだ,"To plan to, To intend to",https://bunpro.jp/grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A0,つもりだ
522,C (situational/formal),59.3,archaic/literary,N5,48.0,のがすき,"Like doing, Love doing",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%8C%E3%81%99%E3%81%8D,のがすき
523,C (situational/formal),58.95,polite/honorific,N5,106.0,てください,Please do (Polite request),https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84,てください
524,C (situational/formal),58.6,general,N5,66.0,だった・でした,"Was, Were (Past tense) ",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%A3%E3%81%9F-%E3%81%A7%E3%81%97%E3%81%9F,だった・でした
525,C (situational/formal),58.6,general,N5,100.0,なにか・なにも,"Something, Nothing, Anything, Not anything, Some kind of, Not any kind of",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%AB%E3%81%8B-%E3%81%AA%E3%81%AB%E3%82%82,なにか・なにも
526,C (situational/formal),58.6,general,N5,103.0,～ましょうか,"Shall we, Shall I",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%97%E3%82%87%E3%81%86%E3%81%8B,~ましょうか
527,C (situational/formal),58.6,general,N5,111.0,たほうがいい,"It'd be better to, Should do",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%BB%E3%81%86%E3%81%8C%E3%81%84%E3%81%84,たほうがいい
528,C (situational/formal),58.6,archaic/literary,N5,120.0,のがじょうず,"To be good at, Proficient",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%8C%E3%81%98%E3%82%87%E3%81%86%E3%81%9A,のがじょうず
529,C (situational/formal),58.3,formal/written,N1,32.0,をもって,"As of, With, Effective from",https://bunpro.jp/grammar_points/%E3%82%92%E3%82%82%E3%81%A3%E3%81%A6,をもって
530,C (situational/formal),58.25,general,N5,88.0,たり～たりする,Things like ~ and ~,https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%8A-%E3%81%9F%E3%82%8A%E3%81%99%E3%82%8B,たり~たりする
531,C (situational/formal),58.25,general,N5,99.0,より～のほうが,To be more ~ than ~,https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A-%E3%81%AE%E3%81%BB%E3%81%86%E3%81%8C,より~のほうが
532,C (situational/formal),58.25,polite/honorific,N5,107.0,ないでください,Please don't (Polite request),https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%A7%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84,ないでください
533,C (situational/formal),58.25,general,N5,112.0,ないほうがいい,"It'd be better not to, Shouldn't do",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%BB%E3%81%86%E3%81%8C%E3%81%84%E3%81%84,ないほうがいい
534,C (situational/formal),57.95,formal/written,N1,1.0,に至るまで,"(Everything) from...to..., From…up until..., Starting with...ending with...",https://bunpro.jp/grammar_points/%E3%81%AB%E8%87%B3%E3%82%8B%E3%81%BE%E3%81%A7,に至るまで
535,C (situational/formal),57.95,formal/written,N1,22.0,に至っては,"When it comes to, As for, In particular, What is worse or more",https://bunpro.jp/grammar_points/%E3%81%AB%E8%87%B3%E3%81%A3%E3%81%A6%E3%81%AF,に至っては
536,C (situational/formal),57.9,general,N5,85.0,まだ～ていません,Still haven't done (something),https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A0-%E3%81%A6%E3%81%84%E3%81%BE%E3%81%9B%E3%82%93,まだ~ていません
537,C (situational/formal),57.9,general,N5,97.0,～になる・～くなる,To become (Adjective),https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%AA%E3%82%8B-%E3%81%8F%E3%81%AA%E3%82%8B,~になる・~くなる
538,C (situational/formal),57.25,formal/written,N1,86.0,に至って・に至り,"When it came to, Only when, Only after, Go as far as",https://bunpro.jp/grammar_points/%E3%81%AB%E8%87%B3%E3%81%A3%E3%81%A6-%E3%81%AB%E8%87%B3%E3%82%8A,に至って・に至り
539,C (situational/formal),57.2,general,N5,101.0,誰か・どこか・誰も・どこも,"Someone, Somewhere, Not anyone, Not anywhere",https://bunpro.jp/grammar_points/%E8%AA%B0%E3%81%8B-%E3%81%A9%E3%81%93%E3%81%8B-%E8%AA%B0%E3%82%82-%E3%81%A9%E3%81%93%E3%82%82,誰か・どこか・誰も・どこも
540,C (situational/formal),57.0,archaic/literary,N3,173.0,ずに,Without doing,https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%AB,ずに
541,C (situational/formal),56.0,general,N4,76.0,各,"Each, Every, Respective, Various",https://bunpro.jp/grammar_points/%E5%90%84,各
542,C (situational/formal),56.0,general,N4,165.0,風,"-style, Way, Fashion",https://bunpro.jp/grammar_points/%E9%A2%A8,風
543,C (situational/formal),56.0,general,N4,6.0,～ら,"We, Them, They, These, Those",https://bunpro.jp/grammar_points/%E3%82%89,~ら
544,C (situational/formal),56.0,general,N4,9.0,かた,"Way of ~ing, How to ~, Manner of ~ing",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%9F,かた
545,C (situational/formal),56.0,general,N4,23.0,また,"Also, As well, Moreover, Again, Additionally",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%9F,また
546,C (situational/formal),56.0,general,N4,26.0,ごろ,"Around, About",https://bunpro.jp/grammar_points/%E3%81%94%E3%82%8D,ごろ
547,C (situational/formal),56.0,general,N4,51.0,がる,"To feel, To think, To act as if, To want, To desire",https://bunpro.jp/grammar_points/%E3%81%8C%E3%82%8B,がる
548,C (situational/formal),56.0,general,N4,71.0,だす,"To suddenly begin, To start doing",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%99,だす
549,C (situational/formal),56.0,general,N4,72.0,～代,"Teens, Twenties, Thirties, 1910s, 20s/30s",https://bunpro.jp/grammar_points/%E4%BB%A3,~代
550,C (situational/formal),56.0,general,N4,77.0,以上 ①,"More than (or equal to), Over・(and) above, Any more・Greater, Exceeding",https://bunpro.jp/grammar_points/%E4%BB%A5%E4%B8%8A1,以上
551,C (situational/formal),56.0,general,N4,78.0,いか,"Less than (or equal to), Under・(and) below, Any less・fewer, Not exceeding",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8B,いか
552,C (situational/formal),56.0,general,N4,86.0,真(っ),"Completely, Exactly, Right",https://bunpro.jp/grammar_points/%E7%9C%9F(%E3%81%A3),真(っ)
553,C (situational/formal),56.0,general,N4,143.0,もし,If (For emphasis),https://bunpro.jp/grammar_points/%E3%82%82%E3%81%97,もし
554,C (situational/formal),56.0,archaic/literary,N4,20.0,まず,"To start with, Firstly",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%9A,まず
555,C (situational/formal),55.65,general,N4,2.0,やすい,"Easy to, Likely to",https://bunpro.jp/grammar_points/%E3%82%84%E3%81%99%E3%81%84,やすい
556,C (situational/formal),55.65,general,N4,3.0,にくい,"Difficult to, Hard to",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8F%E3%81%84,にくい
557,C (situational/formal),55.65,general,N4,12.0,なくて,"To not ~ and ~, Not ~ and ~ (Conjugations)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6-conjunction,なくて
558,C (situational/formal),55.65,general,N4,13.0,なくて,"Not ~ and, Not so, Because not (Examples)",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6,なくて
