rank,lemma,reading,count,meanings_en,pos_tags,alt_readings_kana,alt_spellings_kanji
14730,イース,イース,26348,,,,
14731,振れる,フレ,26346,to deflect; to lean towards; to shake; to swing; to veer; to wave,"Ichidan verb, intransitive verb",ふれる,偏れる 振れる 震れる
14732,いっぺん,イッペン,26345,alone; exclusively; once; one time; only,"adverb (fukushi), noun (common) (futsuumeishi), noun, used as a suffix",いっぺん,一遍
14733,立候補,リッコウホ,26345,"bidding (to host an event, e.g. the Olympics); candidacy; standing as a candidate","noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",りっこうほ,立候補
14734,レーン,レーン,26344,lane; rain; reinforcement,noun (common) (futsuumeishi),レイン レーン,
14735,疎か,オロソカ,26340,careless; needless to say ...; neglectful; negligent; not only ...; not to mention ...; not to speak of ...; remiss,"adjectival nouns or quasi-adjectives (keiyodoshi), expressions (phrases, clauses, etc.)",おろか おろそか,疎か
14736,アミ,アミ,26336,AMI; friend,noun (common) (futsuumeishi),アミ,
14737,テト,テト,26336,Tet; Vietnamese New Year,noun (common) (futsuumeishi),テト,
14738,兆し,キザシ,26333,omen; signs; symptoms,noun (common) (futsuumeishi),きざし,兆し 萌し
14739,故意,コイ,26333,bad faith; intent; intention; mens rea (guilty mind),"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",こい,故意
14740,触媒,ショクバイ,26332,catalyst,noun (common) (futsuumeishi),しょくばい,触媒
14741,ずくめ,ズクメ,26328,all; completely; entirely; nothing but,suffix,ずくめ づくめ,尽くめ
14742,ジュリアン,ジュリアン,26325,,,,
14743,不公平,フコウヘイ,26324,injustice; partiality; unfairness,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",ふこうへい,不公平
14744,上乗せ,ウワノセ,26321,adding; addition; extra,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",うわのせ,上乗せ
14745,筒抜け,ツツヌケ,26320,being leaked (e.g. secrets); being overheard; going in one ear and out the other,noun (common) (futsuumeishi),つつぬけ,筒抜け
14746,癒る,イエ,26318,to calm down,"Ichidan verb, intransitive verb",いる,癒る
14747,アマテラス,アマテラス,26307,,,,
14748,くしゃみ,クシャミ,26303,sneeze; spoken twice in response to someone sneezing as a charm against an early death,"expressions (phrases, clauses, etc.), noun (common) (futsuumeishi)",くさめ くしゃみ くっさめ クシャミ,嚏 嚔
14749,ウィザード,ウィザード,26303,setup assistant; wizard; wizard (software),noun (common) (futsuumeishi),ウィザード ウイザード,
14750,明滅,メイメツ,26301,blinking; flickering,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",めいめつ,明滅
14751,美希,ミキ,26298,,,,
14752,最高級,サイコウキュウ,26294,highest grade; top class,noun (common) (futsuumeishi),さいこうきゅう,最高級
14753,破格,ハカク,26293,abnormal; exceptional; extraordinary; non-standard grammatical construction; solecism; special; ungrammatical usage; unprecedented,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",はかく,破格
14754,豪邸,ゴウテイ,26289,palatial residence; stately mansion,noun (common) (futsuumeishi),ごうてい,豪邸
14755,折りたたむ,オリタタマ,26286,to fold into layers; to fold up,"Godan verb with 'mu' ending, transitive verb",おりたたむ,折りたたむ 折り畳む
14756,巡らす,メグラス,26282,"to encircle; to enclose (with); to notify (orally or in writing); to surround (with); to think over; to turn (one's head, heel, etc.); to work out","Godan verb with 'su' ending, transitive verb",めぐらす,回らす 巡らす 廻らす
14757,キュン,キュン,26281,choked up (with emotion); heart-wringing; momentary tightening of one's chest caused by powerful feelings (e.g. parting with a loved one),"adverb (fukushi), adverb taking the 'to' particle",きゅん キュン,
14758,水泳,スイエイ,26280,swimming,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",すいえい,水泳
14759,かけがえ,カケガエ,26278,changing; rebuilding; replacement; substitution,noun (common) (futsuumeishi),かけかえ かけがえ,掛け変え 掛け替え
14760,小馬鹿,コバカ,26278,fool; someone beneath one's contempt,noun (common) (futsuumeishi),こばか こバカ コバカ,小ばか 小バカ 小莫迦 小馬鹿
14761,おか,オカ,26276,bonus points awarded to the winner at the end of a game; height; hill; knoll; land; rising ground; shore,noun (common) (futsuumeishi),おか りく,丘 壟 岡 陸 陸符
14762,差異,サイ,26272,difference; disparity; gap,noun (common) (futsuumeishi),さい,差異 差違
14763,ハズレ,ハズレ,26270,blank (e.g. lottery ticket); end; extremity; failure; miss; outskirts; tip; verge,noun (common) (futsuumeishi),はずれ ハズレ,外れ
14764,しょっぱい,ショッパイ,26267,boring; calculating; dull; frowning; grimacing; hoarse; inferior; poor; salty; scowling; stingy,adjective (keiyoushi),しょっぱい,塩っぱい
14765,際限,サイゲン,26265,bounds; end; limits,noun (common) (futsuumeishi),さいげん,際限
14766,押し広げる,オシヒロゲ,26264,to expand; to extend; to spread out,Ichidan verb,おしひろげる,押し広げる 押広げる
14767,夢魔,ムマ,26262,demon appearing in a dream; incubus; nightmare; succubus,noun (common) (futsuumeishi),むま,夢魔
14768,真空,シンクウ,26262,empty; hollow; vacuum,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",しんくう,真空
14769,ポロポロ,ポロポロ,26260,in large drops,"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi), noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ぽろぽろ ポロポロ,
14770,ピカピカ,ピカピカ,26253,brand new; shiny and new; with a glitter; with a sparkle,"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",びかびか ぴかぴか ぴっかぴか ビカビカ ピカピカ ピッカピカ,
14771,元来,ガンライ,26252,actually; by nature; essentially; in the first place; naturally; originally; really; to begin with,adverb (fukushi),がんらい,元来
14772,呂布,リョフ,26250,,,,
14773,手品,テジナ,26250,conjuring; conjuring trick; magic (illusion); magic trick; sleight of hand,noun (common) (futsuumeishi),てじな,手品
14774,チューブ,チューブ,26248,tube,noun (common) (futsuumeishi),チューブ,
14775,たどたどしい,タドタドシイ,26245,awkward; faltering; tottering; with difficulty,adjective (keiyoushi),たどたどしい,辿々しい 辿たどしい 辿辿しい
14776,刺激的,シゲキテキ,26242,exciting; provocative; stimulating,adjectival nouns or quasi-adjectives (keiyodoshi),しげきてき,刺戟的 刺激的
14777,本文,ホンブン,26238,"body (of a letter); text (of a book, document, etc.); this passage; this sentence",noun (common) (futsuumeishi),ほんぶん ほんもん,本文
14778,波長,ハチョウ,26237,wavelength,noun (common) (futsuumeishi),はちょう,波長
14779,天道,テントウ,26231,celestial motion; celestial path; deva realm (svarga); god of heaven and the earth; laws governing the heavens; path in the heavens; the sun,noun (common) (futsuumeishi),あまじ てんとう てんどう,天路 天道
14780,はなし,ハナシ,26229,argument; chat; circumstances; conversation; discussions; fable; hearsay; negotiation; particulars; rumor; speech; story,noun (common) (futsuumeishi),はなし,咄 噺 話 話し
14781,ぐあ,グア,26228,,,,
14782,ジュエル,ジュエル,26224,jewel,noun (common) (futsuumeishi),ジュエル,
14783,尽く,コトゴトク,26223,altogether; entirely,adverb (fukushi),ことごとく,尽く 悉く
14784,熱意,ネツイ,26222,ardor; ardour; enthusiasm; zeal,noun (common) (futsuumeishi),ねつい,熱意
14785,ハンガー,ハンガー,26221,(aircraft) hangar; (coat) hanger; hunger,noun (common) (futsuumeishi),ハンガー,
14786,馬鹿者,バカモノ,26220,idiot; moron; stupid person,noun (common) (futsuumeishi),ばかもの バカもの バカモノ,ばか者 バカ者 馬鹿者
14787,来店,ライテン,26216,"coming to a store (restaurant, bar, shop, etc.)","noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",らいてん,来店
14788,バッテリー,バッテリー,26210,battery; pitcher and catcher,noun (common) (futsuumeishi),バッテリ バッテリー,
14789,創世,ソウセイ,26208,creation of the world,noun (common) (futsuumeishi),そうせい,創世
14790,しゅん,シュン,26206,"fresh; in vogue; popular; season (e.g. fruit, fish); up to date","adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",しゅん,旬
14791,事務的,ジムテキ,26199,administrative; businesslike; impersonal; perfunctory; practical; robot-like,adjectival nouns or quasi-adjectives (keiyodoshi),じむてき,事務的
14792,見なす,ミナサ,26198,to consider as; to deem (as); to equate; to regard (as equivalent),"Godan verb with 'su' ending, transitive verb",みなす,看做す 見なす 見做す
14793,命がけ,イノチガケ,26196,life and death situation; putting one's life on the line; risking one's life; staking one's life (on),"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",いのちがけ,命がけ 命懸け 命掛け
14794,手中,シュチュウ,26196,in one's control; in one's hands,noun (common) (futsuumeishi),しゅちゅう,手中
14795,工業,コウギョウ,26193,(manufacturing) industry,noun (common) (futsuumeishi),こうぎょう,工業
14796,要所,ヨウショ,26193,important point; important position,noun (common) (futsuumeishi),ようしょ,要所
14797,レノ,レノ,26192,,,,
14798,山羊,ヤギ,26192,goat,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",やぎ ヤギ,山羊 野羊
14799,のどか,ノドカ,26188,calm; peaceful; quiet; tranquil,adjectival nouns or quasi-adjectives (keiyodoshi),のどか,長閑
14800,窪み,クボミ,26186,cavity; dent; depression; hollow,noun (common) (futsuumeishi),くぼみ へこみ,凹み 窪み
14801,巨木,キョボク,26183,big tree,noun (common) (futsuumeishi),きょぼく,巨木
14802,ブレイブ,ブレイブ,26180,brave,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",ブレイブ ブレイヴ ブレーブ ブレーヴ,
14803,心構え,ココロガマエ,26180,frame of mind; mental attitude; preparedness; readiness,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こころがまえ,心がまえ 心構え
14804,ロイス,ロイス,26177,,,,
14805,切符,キップ,26176,ticket,noun (common) (futsuumeishi),きっぷ,切符
14806,コーン,コーン,26175,cone; corn,noun (common) (futsuumeishi),コーン,
14807,平たい,ヒラタク,26172,"even; flat; level; plain (speech, etc.); simple",adjective (keiyoushi),ひらたい,平たい 扁たい
14808,決勝戦,ケッショウセン,26172,championship game; deciding round; finals (of a tournament),noun (common) (futsuumeishi),けっしょうせん,決勝戦
14809,じゃんけん,ジャンケン,26165,janken; rock-paper-scissors (game),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",じゃんけん ジャンけん ジャンケン,じゃん拳 ジャン拳
14810,無抵抗,ムテイコウ,26164,nonresistance,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",むていこう,無抵抗
14811,後世,コウセイ,26163,future life; life to come; posterity,"adverb (fukushi), noun (common) (futsuumeishi)",こうせい,後世
14812,サラッ,サラッ,26153,,,,
14813,陵辱,リョウジョク,26149,affront; disgrace; indignity; insult; rape; sexual assault,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",りょうじょく,凌辱 陵辱
14814,見せびらかす,ミセビラカス,26148,to flaunt; to show off,"Godan verb with 'su' ending, transitive verb",みせびらかす,見せびらかす
14815,ポテト,ポテト,26147,chips; French fries; fried potato; potato; sweet potato,noun (common) (futsuumeishi),ポテト,
14816,農場,ノウジョウ,26147,farm (agriculture),noun (common) (futsuumeishi),のうじょう,農場
14817,ライリー,ライリー,26144,,,,
14818,暴れまわる,アバレマワッ,26143,to rampage; to run riot,"Godan verb with 'ru' ending, intransitive verb",あばれまわる,暴れまわる 暴れ回る 暴れ廻る
14819,立てかける,タテカケ,26137,to lean against; to set against,"Ichidan verb, transitive verb",たてかける,立てかける 立て掛ける
14820,長所,チョウショ,26137,advantage; merit; strong point; virtue,noun (common) (futsuumeishi),ちょうしょ,長所
14821,銃身,ジュウシン,26135,gun barrel,noun (common) (futsuumeishi),じゅうしん,銃身
14822,そびえ立つ,ソビエタツ,26131,to tower over the surroundings,"Godan verb with 'tsu' ending, intransitive verb",そびえたつ,そびえ立つ 聳え立つ
14823,転落,テンラク,26131,comedown; degradation; demotion; dive; fall; plunge; slump; spill; tumble,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",てんらく,転落 顛落
14824,ツヴァイ,ツヴァイ,26128,,,,
14825,ぶっ壊す,ブッコワシ,26127,to break by striking; to crush; to destroy; to ruin; to spoil; to wreck,"Godan verb with 'su' ending, transitive verb",ぶっこわす,ぶっ壊す 打っ壊す 打っ毀す
14826,好奇,コウキ,26124,inquisitiveness,noun (common) (futsuumeishi),こうき,好奇
14827,銭湯,セントウ,26121,bathhouse; public bath,noun (common) (futsuumeishi),せんとう,洗湯 銭湯
14828,並び,ナラビ,26119,line; list; rank; row,noun (common) (futsuumeishi),ならび,並び
14829,備品,ビヒン,26116,equipment; fixtures; furnishings,noun (common) (futsuumeishi),びひん,備品
14830,上野,ウエノ,26114,Kōzuke (former province located in present-day Gunma Prefecture),noun (common) (futsuumeishi),こうずけ,上野
14831,まき,マキ,26111,"firewood; heel (of a Japanese sandal); kindling (twigs, branches, etc.); piece(s) of firewood (esp. chopped or split from logs); roll (e.g. of cloth); speeding up; volume (of book); winding (e.g. watch)",noun (common) (futsuumeishi),たきぎ まき,たき木 巻 巻き 焚き木 薪
14832,目覚まし,メザマシ,26111,alarm clock; keeping oneself awake; type of candy given to a child after it wakes up from a nap; waking up,noun (common) (futsuumeishi),めざまし,目ざまし 目覚し 目覚まし
14833,ゴリゴリ,ゴリゴリ,26107,bona fide; dyed-in-the-wool; forcefully; forcibly (carry out); genuine; hard; hard (e.g. food); hardcore; in a pushy manner; inflexible; real; serious,"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",ごりごり ゴリゴリ,
14834,楽観的,ラッカンテキ,26107,hopeful; optimistic,adjectival nouns or quasi-adjectives (keiyodoshi),らっかんてき,楽観的
14835,安物,ヤスモノ,26104,cheap article; poor quality article,noun (common) (futsuumeishi),やすもの,安物
14836,うるせー,ウルセー,26097,be quiet!; shut up!,interjection (kandoushi),うっせえ うっせー うるせぇ うるせえ うるせー,
14837,正妻,セイサイ,26095,first wife (in polygamous relationship); lawful wife; legal wife,noun (common) (futsuumeishi),せいさい,正妻
14838,羨む,ウラヤム,26093,to be envious of; to be jealous of; to envy,"Godan verb with 'mu' ending, transitive verb",うらやむ,羨む
14839,白雪姫,シラユキヒメ,26083,Snow White,noun (common) (futsuumeishi),しらゆきひめ,白雪姫
14840,しおり,シオリ,26076,bookmark; guidebook; interpenetration of spirit between the poet and nature in a haiku,noun (common) (futsuumeishi),しおり,撓 撓り 枝折 枝折り 栞 萎
14841,収拾,シュウシュウ,26065,bringing under control; control; putting in order; settling (a matter),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",しゅうしゅう,収拾
14842,えいっ,エイッ,26063,,,,
14843,まばゆい,マバユイ,26063,dazzling; dazzlingly beautiful; glaring,adjective (keiyoushi),まばゆい,目映い 目映ゆい 眩い
14844,やましい,ヤマシイ,26062,feeling guilty; having a guilty conscience; having qualms about,adjective (keiyoushi),やましい,疚しい 疾しい
14845,小野,オノ,26059,field; plain,noun (common) (futsuumeishi),おの,小野
14846,テトラ,テトラ,26057,tetra (fish); tetra-,"noun (common) (futsuumeishi), prefix",テトラ,
14847,ぶち壊す,ブチコワシ,26053,to break by striking; to crush; to destroy; to ruin; to spoil; to wreck,"Godan verb with 'su' ending, transitive verb",うちこわす ぶちこわす ブチこわす,ぶち壊す ブチ壊す 打ちこわす 打ち壊す 打ち毀す 打壊す
14848,ムキ,ムキ,26052,,,,
14849,水球,スイキュウ,26052,water polo,noun (common) (futsuumeishi),すいきゅう,水球
14850,仰せ,オオセ,26049,(someone's) words; command; order (from one's superior); what you say,noun (common) (futsuumeishi),おおせ,仰せ
14851,波乱,ハラン,26039,disturbance; trouble; ups and downs,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",はらん,波乱 波瀾
14852,晩餐会,バンサンカイ,26037,banquet; dinner party,noun (common) (futsuumeishi),ばんさんかい,晩さん会 晩餐会
14853,通学路,ツウガクロ,26037,school route; street for students going to and from school (esp. on foot),noun (common) (futsuumeishi),つうがくろ,通学路
14854,サイモン,サイモン,26036,,,,
14855,スキンヘッド,スキンヘッド,26036,person with a shaved head; shaved head; shaved-headed member of a subculture often associated with Neo-nazism; skinhead,noun (common) (futsuumeishi),スキンヘッド,
14856,博物館,ハクブツカン,26036,museum,noun (common) (futsuumeishi),はくぶつかん,博物館
14857,対処法,タイショホウ,26034,"approach; coping method; how to deal with (problem, etc.)",noun (common) (futsuumeishi),たいしょほう,対処法
14858,握力,アクリョク,26034,grip (of hand); grip strength,noun (common) (futsuumeishi),あくりょく,握力
14859,テメエ,テメエ,26029,,,,
14860,きたす,キタシ,26024,to bring about a result or state; to cause; to induce; to produce,"Godan verb with 'su' ending, transitive verb",きたす,来す 来たす
14861,洗い物,アライモノ,26021,washing (esp. dishes and laundry),noun (common) (futsuumeishi),あらいもの,洗い物 洗物
14862,熱する,ネッシ,26021,to heat; to heat up,suru verb - special class,ねっする,熱する
14863,分岐,ブンキ,26019,bifurcation; branching off; divergence; ramification,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ぶんき,分岐
14864,責任感,セキニンカン,26019,sense of responsibility,noun (common) (futsuumeishi),せきにんかん,責任感
14865,構想,コウソウ,26016,conception; idea; plan; plot; scheme; vision,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こうそう,構想
14866,盲目,モウモク,26011,blindness,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",もうもく,盲目
14867,ウィルス,ウィルス,26005,virus,noun (common) (futsuumeishi),ウィルス ウイルス,
14868,巻き添え,マキゾエ,26003,by-blow; entanglement; getting embroiled in; getting mixed up in; involvement,noun (common) (futsuumeishi),まきぞえ,巻き添え 巻添え
14869,空しい,ムナシク,26002,empty; fruitless; futile; ineffective; lifeless; vacant; vain; void,adjective (keiyoushi),むなしい,空しい 虚しい
14870,ドミニク,ドミニク,26001,,,,
14871,ファナ,ファナ,25999,,,,
14872,カー,カー,25998,car,noun (common) (futsuumeishi),カー,
14873,厳格,ゲンカク,25997,rigid; rigorous; severe; stern; strict; tough,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",げんかく,厳格
14874,絡み付く,カラミツイ,25997,to coil around; to hassle; to pester; to twine around; to twist around,"Godan verb with 'ku' ending, intransitive verb",からみつく,絡みつく 絡み付く
14875,ライド,ライド,25995,ride,noun (common) (futsuumeishi),ライド,
14876,滅び,ホロビ,25989,,,,
14877,気兼ね,キガネ,25983,being afraid of troubling someone; constraint; feeling hesitant; reserve,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",きがね,気がね 気兼ね
14878,内政,ナイセイ,25982,domestic affairs; internal administration,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ないせい,内政
14879,ツリー,ツリー,25978,tree (e.g. Christmas); tree diagram; tree structure,noun (common) (futsuumeishi),ツリー,
14880,神威,シンイ,25978,god's authority; god's majesty; might of Heaven,noun (common) (futsuumeishi),しんい,神威
14881,半裸,ハンラ,25976,half-nakedness,noun (common) (futsuumeishi),はんら,半裸
14882,差し向ける,サシムケ,25969,to send or direct a person to,"Ichidan verb, transitive verb",さしむける,差し向ける 差向ける
14883,外気,ガイキ,25965,open air,noun (common) (futsuumeishi),がいき,外気
14884,ガバッ,ガバッ,25964,,,,
14885,流派,リュウハ,25960,school (e.g. of ikebana),noun (common) (futsuumeishi),りゅうは,流派
14886,じっ,ジッ,25957,,,,
14887,百万,ヒャクマン,25957,"1,000,000; many; million; one million","noun (common) (futsuumeishi), numeric",ひゃくまん,壱百萬 百万 １００万 １００００００
14888,豊穣,ホウジョウ,25953,abundant (grain) crop; good harvest,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ほうじょう,豊穣 豊穰
14889,くたびれる,クタビレ,25949,to become battered (from long use); to become exhausted; to become worn out; to get fed up with; to get tired; to get tired of (doing); to grow weary,"Ichidan verb, auxiliary, intransitive verb",くたびれる,草臥れる
14890,交錯,コウサク,25948,blending; complication; crossing; interlacing; intersecting; mixture,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こうさく,交錯
14891,態々,ワザワザ,25948,deliberately; especially; expressly; going out of one's way (to do); going to the trouble of (doing); intentionally; taking the trouble (to do),adverb (fukushi),わざわざ,態々 態態
14892,怨霊,オンリョウ,25945,apparition; revengeful ghost,noun (common) (futsuumeishi),おんりょう,怨霊
14893,龍之介,リュウノスケ,25941,,,,
14894,明け方,アケガタ,25940,dawn,"adverb (fukushi), noun (common) (futsuumeishi)",あけがた,明けがた 明け方 明方
14895,精気,セイキ,25939,(mind and) spirit; essence; life energy; vitality,noun (common) (futsuumeishi),せいき,精気
14896,コック,コック,25935,chef; cock; cock (male fowl); cock (penis); cook; faucet; spigot; tap,noun (common) (futsuumeishi),コック,
14897,初々しい,ウイウイシイ,25935,artless; fresh; innocent; naive; pure; unsophisticated,adjective (keiyoushi),ういういしい,初々しい 初初しい
14898,内密,ナイミツ,25933,confidentiality; privacy; secrecy,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ないみつ,内密
14899,チェリー,チェリー,25931,cherry,noun (common) (futsuumeishi),チェリー,
14900,神経質,シンケイシツ,25928,fussy; highly strung; nervous; sensitive; worried about petty things,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",しんけいしつ,神経質
14901,ぬし,ヌシ,25927,"doer (of a deed); guardian spirit (e.g. long-resident beast, usu. with mystical powers); head (of a household, etc.); husband; leader; long-time resident (or employee, etc.); master; owner; proprietor; proprietress; subject (of a rumour, etc.); you","noun (common) (futsuumeishi), pronoun",ぬし,主
14902,柚希,ユウキ,25927,,,,
14903,理科,リカ,25924,"natural science; science (as a school subject); science (inc. mathematics, medicine, etc.); science course; science department (university)",noun (common) (futsuumeishi),りか,理科
14904,ハラハラ,ハラハラ,25923,fluttering down; hanging untidily (of hair); straggling; to be kept in suspense; to feel anxious; to feel excited; to feel nervous; to feel thrilled; trickling down (e.g. tears),"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",はらはら ハラハラ,
14905,ねる,ネル,25922,"to degum; to drill; to elaborate; to exercise; to ferment (of soy sauce, miso, etc.); to gloss (silk); to go to bed; to knead; to lie down; to lie flat (e.g. of hair); to lie idle (of funds, stock, etc.); to lie in bed","Godan verb with 'ru' ending, Ichidan verb, intransitive verb, transitive verb",ねる,寐る 寝る 煉る 練る
14906,発注,ハッチュウ,25919,order; ordering (materials); placing an order,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",はっちゅう,発注 発註
14907,表立つ,オモテダッ,25919,to be formal; to be official; to become known; to become public; to come out in the open,"Godan verb with 'tsu' ending, intransitive verb",おもてだつ,表だつ 表立つ
14908,駆け下りる,カケオリ,25919,"to run down (stairs, etc.)",Ichidan verb,かけおりる,駆け下りる 駆け降りる 駆下りる 駆降りる 駈け降りる 駈降りる
14909,やんちゃ,ヤンチャ,25914,mischievous; naughty; naughty kid; rascal,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",やんちゃ やんちゃん,
14910,黄昏,タソガレ,25912,dusk; melancholia; melancholic nostalgia; twilight; twilight years,noun (common) (futsuumeishi),こうこん たそがれ,黄昏
14911,アイスクリーム,アイスクリーム,25910,ice cream; icecream,noun (common) (futsuumeishi),アイスクリーム,
14912,連隊,レンタイ,25910,regiment,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",れんたい,聯隊 連隊
14913,ディ,ディ,25906,day (as in holiday); daytime,"noun or verb acting prenominally, suffix",ディ デイ デー,
14914,人事,ジンジ,25906,HR; human affairs; human resources; personnel affairs,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",じんじ,人事
14915,ぬるい,ヌルイ,25903,lenient; lukewarm; slow; stupid; tepid,adjective (keiyoushi),ぬくい ぬるい,微温い 温い 緩い
14916,野心,ヤシン,25897,ambition; aspiration; sinister designs; treachery,noun (common) (futsuumeishi),やしん,野心
14917,蘇芳,スオウ,25893,"layered colour (light brown on the front, dark red beneath); sappanwood (Caesalpinia sappan); sappanwood dye (red in colour)",noun (common) (futsuumeishi),すおう,蘇方 蘇枋 蘇芳
14918,てえ,テエ,25892,,,,
14919,落とせる,オトセ,25889,,,,
14920,運べる,ハコベル,25887,,,,
14921,開脚,カイキャク,25887,opening the legs; spreading the legs (wide apart),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",かいきゃく,開脚
14922,みつける,ミツケ,25885,to be familiar with; to be used to seeing; to come across; to detect; to discover; to find (e.g. an error in a book); to find (e.g. something missing); to find fault; to locate; to spot,"Ichidan verb, transitive verb",みっける みつける,見つける 見付ける 見附ける 見附る
14923,相沢,アイザワ,25881,,,,
14924,やい,ヤイ,25879,hey; hey you,"interjection (kandoushi), suffix",やい やーい ヤイ ヤーイ,
14925,悔いる,クイ,25879,to regret,"Ichidan verb, transitive verb",くいる,悔いる
14926,ハルナ,ハルナ,25877,,,,
14927,秋人,アキヒト,25876,,,,
14928,律子,リツコ,25868,,,,
14929,オーディン,オーディン,25867,ODIN; Odin (god in Norse mythology),noun (common) (futsuumeishi),オーディン オーディーン,
14930,雅人,マサト,25867,individual of taste,noun (common) (futsuumeishi),がじん,雅人
14931,握りつぶす,ニギリツブシ,25866,to crush (with one's hands); to kill a proposal; to pigeonhole; to shelve; to smother; to table (remove from consideration),"Godan verb with 'su' ending, transitive verb",にぎりつぶす,握りつぶす 握り潰す
14932,如何なる,イカナル,25862,any kind of; every; whatever; whatsoever,pre-noun adjectival (rentaishi),いかなる,如何なる
14933,シンヤ,シンヤ,25861,,,,
14934,吟遊詩人,ギンユウシジン,25861,minstrel; troubadour,noun (common) (futsuumeishi),ぎんゆうしじん,吟遊詩人
14935,殴り合い,ナグリアイ,25853,fist fight,noun (common) (futsuumeishi),なぐりあい,殴り合い
14936,洗面台,センメンダイ,25853,washbasin; washstand,noun (common) (futsuumeishi),せんめんだい,洗面台
14937,田んぼ,タンボ,25851,farm; paddy field,noun (common) (futsuumeishi),たんぼ でんぼ でんぽ,田ぼ 田んぼ 田圃 田畝
14938,正樹,マサキ,25849,,,,
14939,坊っ,ボッ,25846,,,,
14940,手伝える,テツダエル,25841,,,,
14941,ウケる,ウケル,25836,"to accept (a challenge); to be amused (by); to be descended from; to be given (e.g. life, talent); to be modified by; to be struck by (wind, waves, sunlight, etc.); to be well-received; to become popular; to catch (e.g. a ball); to face (south, etc.); to feel (influence); to find funny","Ichidan verb, intransitive verb, transitive verb",うける ウケる,享ける 受ける 承ける 請ける
14942,卑劣,ヒレツ,25836,base; contemptible; cowardly; despicable; dirty; foul; mean,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",ひれつ,卑劣 鄙劣
14943,コリン,コリン,25829,choline,noun (common) (futsuumeishi),コリン,
14944,レイヴン,レイヴン,25828,,,,
14945,細心,サイシン,25828,careful; discreet; meticulous; prudent; scrupulous,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",さいしん,細心
14946,蕎麦,ソバ,25826,buckwheat (Fagopyrum esculentum); Japanese buckwheat noodles; soba,noun (common) (futsuumeishi),そば そばむぎ そまむぎ,蕎麦
